Matrícula_empregado,Sexo,Escolaridade,Satisfação_clientes_média,Absenteísmo,Distância_trabalho,Qtde_filhos,Idade,Experiência_vendas,DISC_Dominância,DISC_Influência,DISC_Estabilidade,DISC_Conformidade,Perfil_Comunicador,Perfil_Executor,Perfil_Analista,Perfil_Planejador
8638704,F,Médio,"2,00","4,2%","44,10","1,00","20,00","0,60","0,00","1,00","4,00","5,00","1,00","0,00","4,00","9,00"
2967619,F,Médio,"5,00","3,1%","22,00","2,00","22,00","0,20","1,00","2,00","2,00","5,00","6,00","4,00","0,00","2,00"
9158764,F,Médio,"3,00","3,5%","21,60","3,00","21,00","2,10","2,00","1,00","5,00","5,00","1,00","0,00","9,00","2,00"
9685328,M,Médio,"5,00","2,4%","30,00","0,00","20,00","0,90","2,00","2,00","3,00","5,00","4,00","6,00","6,00","8,00"
6204374,M,Médio,"1,00","6,1%","16,40","3,00","20,00","0,70","0,00","0,00","5,00","4,00","1,00","0,00","8,00","9,00"
7487617,M,Médio,"2,00","3,0%","21,70","1,00","34,00","0,20","0,00","1,00","4,00","5,00","1,00","1,00","8,00","3,00"
7118307,M,Médio,"5,00","3,9%","51,60","2,00","32,00","0,70","3,00","1,00","4,00","2,00","3,00","2,00","1,00","7,00"
9972213,M,Médio,"6,00","3,7%","17,00","3,00","19,00","0,00","3,00","2,00","1,00","1,00","5,00","2,00","0,00","8,00"
2055303,M,Médio,"1,00","6,2%","20,30","0,00","18,00","1,50","0,00","0,00","5,00","2,00","0,00","6,00","10,00","6,00"
4634791,M,Superior,"0,00","6,5%","44,90","2,00","31,00","0,80","0,00","0,00","5,00","5,00","2,00","0,00","9,00","9,00"
5661273,F,Médio,"5,00","4,9%","14,90","2,00","21,00","0,10","0,00","1,00","3,00","3,00","4,00","9,00","2,00","3,00"
4161948,M,Médio,"2,00","4,0%","14,50","0,00","27,00","1,70","1,00","1,00","4,00","3,00","0,00","0,00","4,00","6,00"
9657710,M,Médio,"6,00","4,8%","17,50","3,00","32,00","1,80","3,00","2,00","2,00","3,00","7,00","3,00","3,00","5,00"
4424260,M,Médio,"4,00","6,6%","63,50","0,00","31,00","2,80","3,00","1,00","4,00","3,00","3,00","4,00","4,00","9,00"
2970987,M,Médio,"2,00","3,9%","13,90","0,00","34,00","0,40","0,00","0,00","5,00","3,00","2,00","1,00","5,00","10,00"
1338495,F,Médio,"0,00","7,1%","5,30","2,00","27,00","0,00","0,00","0,00","5,00","5,00","3,00","0,00","8,00","9,00"
3758286,M,Médio,"3,00","8,1%","16,40","2,00","20,00","0,00","2,00","2,00","3,00","5,00","3,00","7,00","10,00","8,00"
8274213,F,Médio,"1,00","3,6%","48,50","0,00","35,00","0,70","0,00","1,00","5,00","5,00","1,00","6,00","6,00","7,00"
3697321,F,Médio,"6,00","5,1%","10,90","1,00","29,00","0,50","2,00","3,00","3,00","1,00","2,00","2,00","5,00","9,00"
9922588,F,Médio,"2,00","5,8%","18,30","3,00","22,00","0,40","1,00","1,00","5,00","3,00","2,00","0,00","6,00","6,00"
8357870,M,Médio,"4,00","4,0%","14,30","1,00","21,00","1,40","1,00","1,00","4,00","5,00","2,00","6,00","3,00","6,00"
2663960,M,Superior,"6,00","5,6%","10,80","0,00","21,00","4,00","2,00","2,00","3,00","0,00","5,00","7,00","7,00","4,00"
6437021,M,Médio,"0,00","6,3%","18,60","1,00","23,00","0,70","0,00","0,00","5,00","5,00","3,00","0,00","7,00","10,00"
2774343,F,Médio,"1,00","5,9%","26,40","3,00","22,00","1,40","0,00","0,00","3,00","4,00","4,00","1,00","10,00","8,00"
9999378,M,Médio,"1,00","3,4%","14,80","1,00","19,00","1,40","0,00","0,00","5,00","5,00","1,00","3,00","9,00","10,00"
4803064,M,Superior,"1,00","4,3%","16,20","1,00","18,00","0,00","0,00","1,00","5,00","5,00","2,00","5,00","9,00","4,00"
9115402,M,Médio,"1,00","6,2%","17,40","1,00","23,00","0,30","0,00","0,00","4,00","5,00","4,00","2,00","8,00","10,00"
3876545,M,Médio,"6,00","6,2%","7,70","1,00","23,00","0,70","3,00","2,00","3,00","3,00","5,00","2,00","4,00","9,00"
6412462,M,Médio,"0,00","3,5%","9,50","0,00","21,00","1,30","0,00","0,00","5,00","5,00","0,00","0,00","8,00","7,00"
8626631,M,Médio,"5,00","5,0%","13,40","3,00","20,00","0,70","0,00","2,00","4,00","1,00","5,00","5,00","6,00","5,00"
2308396,F,Médio,"3,00","6,3%","16,50","2,00","19,00","0,80","1,00","1,00","3,00","5,00","2,00","0,00","10,00","9,00"
6641178,F,Superior,"6,00","3,8%","6,90","3,00","20,00","0,00","1,00","3,00","4,00","0,00","5,00","0,00","1,00","7,00"
7934335,M,Médio,"2,00","6,5%","8,80","1,00","21,00","0,30","0,00","1,00","5,00","5,00","0,00","2,00","7,00","8,00"
4894199,F,Médio,"6,00","4,7%","25,30","3,00","23,00","3,10","4,00","3,00","3,00","3,00","6,00","7,00","5,00","6,00"
2652853,F,Médio,"6,00","7,0%","21,90","1,00","23,00","0,10","2,00","2,00","2,00","2,00","5,00","9,00","4,00","9,00"
6301546,M,Médio,"0,00","5,3%","25,80","3,00","22,00","1,90","0,00","0,00","5,00","5,00","2,00","2,00","10,00","6,00"
6355452,M,Médio,"2,00","4,4%","20,30","3,00","19,00","0,60","0,00","1,00","3,00","5,00","2,00","0,00","8,00","5,00"
9868148,F,Médio,"1,00","3,1%","18,40","0,00","23,00","0,00","0,00","0,00","4,00","5,00","1,00","1,00","6,00","10,00"
6513364,M,Médio,"5,00","5,9%","28,40","1,00","18,00","1,80","2,00","2,00","3,00","5,00","4,00","6,00","7,00","9,00"
6479730,F,Médio,"1,00","4,9%","16,00","3,00","25,00","1,00","0,00","0,00","5,00","5,00","3,00","0,00","7,00","5,00"
3976701,F,Médio,"4,00","7,4%","23,00","3,00","24,00","1,60","3,00","1,00","3,00","5,00","5,00","7,00","7,00","10,00"
8225038,M,Médio,"3,00","5,4%","62,90","1,00","19,00","3,00","2,00","2,00","5,00","5,00","4,00","0,00","5,00","9,00"
8770025,M,Médio,"6,00","8,1%","31,90","2,00","24,00","1,90","3,00","2,00","2,00","3,00","6,00","6,00","0,00","1,00"
5392704,M,Médio,"6,00","4,1%","41,50","0,00","21,00","0,50","3,00","4,00","2,00","4,00","6,00","2,00","5,00","4,00"
4855334,M,Médio,"0,00","5,1%","15,60","2,00","22,00","1,70","0,00","0,00","5,00","4,00","0,00","3,00","6,00","6,00"
6120085,F,Médio,"5,00","4,0%","17,70","2,00","24,00","0,00","3,00","2,00","2,00","3,00","1,00","5,00","3,00","0,00"
8178164,M,Médio,"1,00","3,0%","61,60","0,00","18,00","0,10","0,00","0,00","5,00","5,00","2,00","0,00","7,00","7,00"
3431910,F,Médio,"6,00","2,9%","31,20","3,00","18,00","0,60","2,00","2,00","2,00","4,00","3,00","9,00","4,00","7,00"
3922217,F,Médio,"1,00","5,7%","14,70","0,00","19,00","2,10","0,00","1,00","5,00","5,00","1,00","0,00","4,00","7,00"
2227932,M,Médio,"2,00","5,5%","16,00","1,00","24,00","3,30","1,00","0,00","5,00","4,00","0,00","3,00","7,00","6,00"
5576961,M,Médio,"5,00","4,6%","53,50","2,00","24,00","0,30","2,00","1,00","3,00","5,00","4,00","4,00","5,00","5,00"
7300895,F,Médio,"1,00","3,6%","49,30","3,00","25,00","2,40","0,00","0,00","5,00","3,00","0,00","2,00","7,00","7,00"
2473168,M,Médio,"1,00","3,4%","37,40","3,00","25,00","0,60","0,00","0,00","5,00","5,00","0,00","1,00","10,00","7,00"
4259487,M,Médio,"3,00","5,5%","13,30","2,00","30,00","3,50","0,00","1,00","3,00","5,00","3,00","8,00","9,00","5,00"
4761163,M,Médio,"2,00","8,2%","15,10","3,00","24,00","2,60","1,00","0,00","5,00","5,00","1,00","0,00","5,00","8,00"
6098630,M,Médio,"6,00","3,7%","18,60","1,00","18,00","1,30","3,00","2,00","1,00","3,00","3,00","6,00","3,00","4,00"
6455463,M,Médio,"3,00","6,0%","37,70","2,00","28,00","1,30","2,00","1,00","5,00","5,00","0,00","6,00","1,00","6,00"
6739736,F,Médio,"1,00","6,4%","23,40","0,00","24,00","1,30","2,00","0,00","5,00","5,00","0,00","2,00","6,00","7,00"
3692096,M,Médio,"0,00","4,2%","17,40","0,00","29,00","0,20","2,00","0,00","5,00","5,00","2,00","2,00","6,00","6,00"
5867756,M,Médio,"4,00","7,8%","19,20","2,00","19,00","0,00","2,00","1,00","4,00","2,00","2,00","0,00","4,00","8,00"
9727867,F,Superior,"5,00","6,6%","15,60","3,00","27,00","0,30","2,00","2,00","3,00","3,00","4,00","4,00","6,00","4,00"
7845545,F,Médio,"1,00","7,6%","57,80","0,00","30,00","0,30","0,00","0,00","4,00","4,00","0,00","1,00","6,00","7,00"
3472613,F,Médio,"0,00","3,6%","59,40","0,00","24,00","0,00","1,00","0,00","5,00","5,00","3,00","1,00","8,00","9,00"
8634787,F,Médio,"5,00","6,2%","55,80","0,00","23,00","4,10","2,00","2,00","3,00","3,00","2,00","4,00","8,00","7,00"
4339089,F,Médio,"0,00","4,4%","56,10","1,00","28,00","0,40","0,00","0,00","5,00","5,00","1,00","0,00","9,00","10,00"
4843631,F,Médio,"3,00","3,8%","17,80","3,00","27,00","1,50","1,00","1,00","3,00","4,00","2,00","7,00","7,00","3,00"
9903111,F,Médio,"2,00","7,2%","22,20","3,00","27,00","4,10","0,00","1,00","3,00","5,00","0,00","10,00","10,00","4,00"
4231383,F,Médio,"2,00","5,5%","11,10","0,00","21,00","2,20","0,00","1,00","4,00","3,00","2,00","1,00","8,00","7,00"
7513999,F,Médio,"2,00","1,8%","45,10","2,00","30,00","1,20","1,00","1,00","4,00","1,00","4,00","1,00","6,00","8,00"
4334174,F,Superior,"4,00","7,2%","46,80","1,00","29,00","0,00","0,00","1,00","5,00","5,00","6,00","2,00","7,00","0,00"
1371244,F,Médio,"4,00","7,4%","14,90","2,00","27,00","1,60","2,00","2,00","3,00","5,00","2,00","6,00","10,00","2,00"
1748027,F,Médio,"4,00","6,3%","15,30","2,00","19,00","0,40","3,00","0,00","5,00","5,00","3,00","0,00","1,00","7,00"
3691132,F,Médio,"5,00","5,0%","34,40","2,00","18,00","0,40","1,00","2,00","3,00","4,00","5,00","0,00","3,00","7,00"
9663097,F,Médio,"3,00","4,9%","43,30","3,00","26,00","0,40","0,00","1,00","1,00","4,00","3,00","3,00","8,00","6,00"
6293353,M,Médio,"5,00","5,2%","49,10","0,00","21,00","0,40","2,00","1,00","2,00","4,00","6,00","7,00","0,00","2,00"
1509811,M,Médio,"4,00","4,9%","36,60","1,00","28,00","1,80","2,00","1,00","5,00","5,00","0,00","4,00","6,00","6,00"
8503903,M,Superior,"0,00","4,7%","16,60","2,00","24,00","2,60","1,00","0,00","5,00","5,00","0,00","0,00","9,00","9,00"
7564508,M,Médio,"3,00","5,3%","18,80","1,00","18,00","0,80","0,00","1,00","4,00","5,00","1,00","2,00","4,00","3,00"
3258859,M,Médio,"6,00","6,1%","37,60","1,00","18,00","0,90","3,00","3,00","4,00","0,00","7,00","6,00","2,00","1,00"
5505948,M,Médio,"5,00","4,3%","40,60","2,00","30,00","0,00","2,00","1,00","2,00","4,00","3,00","1,00","6,00","8,00"
9627119,M,Médio,"1,00","8,6%","16,50","2,00","23,00","3,60","0,00","0,00","5,00","5,00","2,00","2,00","10,00","8,00"
3685919,M,Médio,"0,00","5,9%","16,30","3,00","26,00","0,70","1,00","0,00","5,00","5,00","0,00","3,00","9,00","7,00"
5499856,F,Médio,"5,00","4,8%","58,50","0,00","24,00","0,70","3,00","2,00","3,00","2,00","3,00","7,00","0,00","1,00"
8167154,F,Médio,"5,00","7,4%","12,20","2,00","27,00","1,60","2,00","1,00","2,00","0,00","6,00","1,00","10,00","9,00"
9344051,F,Médio,"3,00","7,3%","55,30","1,00","19,00","4,50","1,00","1,00","5,00","4,00","2,00","0,00","9,00","6,00"
4892098,M,Médio,"3,00","7,5%","41,70","1,00","19,00","1,00","0,00","0,00","5,00","4,00","0,00","1,00","9,00","4,00"
3449124,F,Médio,"3,00","7,7%","22,30","0,00","25,00","0,00","1,00","1,00","5,00","5,00","3,00","7,00","7,00","7,00"
8568289,F,Superior,"6,00","5,6%","56,80","3,00","25,00","0,90","4,00","2,00","2,00","5,00","3,00","8,00","3,00","2,00"
7620113,M,Médio,"2,00","6,0%","26,90","0,00","20,00","0,90","0,00","0,00","5,00","4,00","3,00","2,00","5,00","6,00"
9644342,F,Médio,"2,00","5,8%","54,30","1,00","21,00","1,90","0,00","1,00","5,00","5,00","0,00","1,00","8,00","9,00"
5406327,M,Médio,"1,00","3,3%","57,20","2,00","27,00","0,40","0,00","0,00","5,00","5,00","0,00","0,00","6,00","10,00"
5281750,M,Médio,"3,00","7,0%","23,80","1,00","28,00","2,60","1,00","1,00","4,00","3,00","2,00","5,00","8,00","7,00"
8041540,M,Médio,"4,00","4,6%","21,20","2,00","26,00","1,90","1,00","1,00","4,00","3,00","1,00","3,00","5,00","8,00"
7578094,M,Superior,"3,00","6,3%","56,80","3,00","29,00","1,50","0,00","1,00","4,00","3,00","0,00","1,00","8,00","5,00"
1704531,M,Médio,"2,00","5,9%","31,00","0,00","22,00","1,20","0,00","0,00","5,00","4,00","0,00","3,00","8,00","9,00"
3120089,F,Médio,"3,00","8,4%","9,00","3,00","25,00","1,60","1,00","1,00","5,00","3,00","1,00","3,00","4,00","7,00"
1564076,M,Médio,"6,00","7,3%","13,70","1,00","21,00","2,60","4,00","3,00","2,00","2,00","4,00","7,00","6,00","4,00"
8017190,M,Médio,"4,00","5,4%","25,30","1,00","23,00","3,90","2,00","2,00","4,00","5,00","4,00","3,00","10,00","7,00"
7855021,F,Médio,"0,00","8,1%","11,90","3,00","22,00","0,90","0,00","0,00","5,00","5,00","0,00","1,00","6,00","8,00"
7779773,F,Médio,"5,00","7,5%","45,40","3,00","30,00","1,10","3,00","1,00","3,00","4,00","3,00","3,00","8,00","6,00"
8760587,F,Médio,"6,00","5,9%","14,90","3,00","26,00","1,20","3,00","2,00","2,00","3,00","2,00","3,00","2,00","7,00"
4651657,M,Médio,"5,00","9,6%","23,20","0,00","27,00","0,30","3,00","3,00","4,00","0,00","6,00","2,00","1,00","3,00"
4704596,M,Médio,"2,00","6,0%","33,50","3,00","22,00","0,20","0,00","1,00","4,00","4,00","2,00","1,00","9,00","9,00"
2093511,F,Médio,"0,00","8,2%","25,80","3,00","22,00","3,20","0,00","0,00","5,00","5,00","0,00","1,00","6,00","7,00"
3349054,M,Médio,"2,00","7,1%","14,50","1,00","25,00","1,70","2,00","1,00","5,00","3,00","0,00","4,00","6,00","8,00"
1251074,F,Médio,"6,00","7,3%","23,80","1,00","18,00","0,00","4,00","2,00","3,00","1,00","4,00","9,00","3,00","1,00"
5325194,F,Médio,"5,00","6,5%","28,80","2,00","29,00","1,40","2,00","2,00","2,00","3,00","5,00","6,00","10,00","3,00"
7851072,M,Médio,"3,00","4,4%","16,20","2,00","27,00","3,10","2,00","0,00","4,00","3,00","0,00","4,00","10,00","6,00"
6093506,M,Médio,"6,00","6,8%","32,90","2,00","19,00","1,60","1,00","3,00","2,00","2,00","5,00","0,00","8,00","8,00"
3574912,M,Médio,"5,00","5,7%","9,70","1,00","19,00","1,20","2,00","2,00","3,00","3,00","6,00","6,00","10,00","2,00"
4838281,F,Médio,"4,00","3,6%","11,10","3,00","25,00","0,00","1,00","1,00","3,00","3,00","0,00","1,00","4,00","10,00"
7346368,M,Médio,"6,00","4,6%","18,10","3,00","21,00","2,50","4,00","3,00","3,00","2,00","6,00","5,00","3,00","2,00"
9828137,F,Médio,"2,00","6,5%","15,00","2,00","30,00","0,70","0,00","1,00","5,00","1,00","3,00","0,00","8,00","2,00"
3296613,M,Médio,"4,00","6,8%","30,00","1,00","28,00","1,10","2,00","2,00","3,00","4,00","2,00","3,00","4,00","10,00"
8383720,M,Médio,"3,00","8,0%","14,30","1,00","25,00","0,20","1,00","0,00","5,00","5,00","1,00","4,00","9,00","8,00"
7444387,M,Médio,"3,00","8,2%","53,70","3,00","23,00","0,00","2,00","1,00","5,00","4,00","5,00","7,00","6,00","6,00"
7806169,F,Superior,"0,00","5,6%","11,10","2,00","21,00","0,20","0,00","0,00","5,00","4,00","3,00","1,00","8,00","10,00"
5183064,F,Médio,"2,00","6,9%","23,30","1,00","23,00","1,90","2,00","1,00","5,00","5,00","4,00","3,00","6,00","10,00"
2535450,M,Médio,"5,00","6,0%","18,80","2,00","27,00","2,80","2,00","3,00","2,00","3,00","3,00","9,00","1,00","8,00"
9399124,M,Médio,"6,00","6,3%","54,60","1,00","25,00","0,00","4,00","2,00","1,00","2,00","6,00","6,00","8,00","3,00"
3271647,M,Médio,"1,00","6,2%","30,10","2,00","23,00","0,70","0,00","0,00","5,00","5,00","0,00","1,00","8,00","8,00"
4813635,M,Médio,"5,00","5,9%","50,20","3,00","26,00","2,40","0,00","3,00","4,00","2,00","4,00","8,00","6,00","5,00"
1984922,M,Médio,"0,00","3,5%","11,10","2,00","18,00","0,00","1,00","0,00","5,00","5,00","1,00","0,00","8,00","7,00"
2487584,F,Médio,"6,00","7,5%","13,40","1,00","29,00","0,50","2,00","3,00","1,00","1,00","7,00","5,00","2,00","8,00"
1002730,M,Superior,"6,00","7,0%","40,40","1,00","20,00","0,70","2,00","2,00","2,00","1,00","8,00","0,00","3,00","7,00"
1348732,M,Médio,"0,00","6,9%","33,20","0,00","18,00","0,70","0,00","0,00","5,00","5,00","0,00","1,00","8,00","7,00"
4976743,M,Médio,"2,00","4,3%","32,20","1,00","18,00","0,00","0,00","1,00","5,00","5,00","0,00","5,00","8,00","8,00"
3310527,F,Médio,"4,00","3,2%","34,80","0,00","20,00","4,70","2,00","1,00","3,00","4,00","2,00","2,00","7,00","10,00"
7703438,M,Médio,"4,00","4,6%","16,50","1,00","28,00","0,60","2,00","1,00","3,00","5,00","1,00","6,00","9,00","4,00"
7338640,F,Médio,"1,00","5,4%","35,30","0,00","23,00","3,20","0,00","0,00","4,00","5,00","0,00","1,00","10,00","10,00"
1905138,M,Superior,"4,00","6,1%","15,50","0,00","18,00","2,20","1,00","2,00","4,00","4,00","3,00","2,00","0,00","5,00"
5726653,F,Médio,"3,00","6,1%","11,70","2,00","22,00","0,10","1,00","1,00","4,00","5,00","1,00","0,00","1,00","10,00"
4110179,M,Superior,"5,00","7,2%","30,20","1,00","19,00","3,10","3,00","2,00","2,00","0,00","6,00","8,00","7,00","3,00"
1728063,F,Médio,"1,00","5,7%","24,10","3,00","30,00","0,00","2,00","0,00","5,00","5,00","0,00","0,00","8,00","8,00"
5237651,F,Médio,"5,00","5,0%","17,80","3,00","22,00","0,00","3,00","2,00","3,00","2,00","5,00","4,00","4,00","2,00"
9904643,M,Superior,"0,00","9,0%","8,60","0,00","26,00","0,00","0,00","0,00","5,00","4,00","1,00","2,00","6,00","10,00"
5446256,M,Médio,"0,00","7,6%","12,80","3,00","21,00","0,20","0,00","0,00","5,00","4,00","0,00","4,00","9,00","8,00"
9867642,F,Médio,"6,00","8,3%","21,90","3,00","25,00","0,40","3,00","3,00","4,00","1,00","2,00","10,00","8,00","5,00"
4588187,M,Médio,"1,00","5,9%","24,60","3,00","24,00","0,00","2,00","0,00","5,00","5,00","0,00","0,00","8,00","6,00"
9116857,M,Médio,"0,00","2,8%","29,80","2,00","27,00","1,00","0,00","0,00","5,00","5,00","0,00","0,00","10,00","5,00"
6979859,M,Médio,"4,00","2,8%","17,40","3,00","20,00","0,40","3,00","1,00","4,00","0,00","3,00","6,00","4,00","1,00"
6719334,M,Médio,"0,00","8,0%","21,50","0,00","19,00","0,00","1,00","0,00","5,00","5,00","0,00","0,00","7,00","10,00"
3485502,M,Superior,"2,00","6,6%","6,90","1,00","30,00","0,00","0,00","0,00","4,00","5,00","2,00","1,00","8,00","10,00"
6033180,F,Médio,"6,00","4,6%","13,10","1,00","29,00","1,80","1,00","2,00","2,00","2,00","7,00","10,00","3,00","10,00"
8883827,M,Médio,"0,00","5,0%","22,00","0,00","27,00","2,20","0,00","0,00","4,00","5,00","2,00","3,00","9,00","8,00"
1393635,M,Médio,"0,00","6,9%","16,50","3,00","23,00","2,30","0,00","0,00","5,00","5,00","2,00","5,00","3,00","6,00"
6464613,M,Médio,"4,00","6,0%","28,90","3,00","18,00","0,00","2,00","2,00","5,00","4,00","3,00","0,00","8,00","6,00"
7857390,F,Médio,"5,00","7,8%","18,70","1,00","23,00","2,30","4,00","2,00","2,00","3,00","6,00","5,00","8,00","3,00"
3701592,F,Médio,"5,00","5,2%","16,10","3,00","29,00","1,70","3,00","1,00","2,00","5,00","4,00","0,00","0,00","2,00"
6403327,M,Médio,"1,00","6,3%","10,30","1,00","23,00","0,00","0,00","0,00","4,00","5,00","0,00","0,00","6,00","4,00"
9518960,M,Médio,"3,00","5,5%","28,50","0,00","19,00","0,00","0,00","1,00","2,00","2,00","5,00","1,00","4,00","9,00"
5564809,F,Médio,"2,00","4,8%","60,10","2,00","30,00","2,30","1,00","1,00","5,00","5,00","1,00","1,00","7,00","8,00"
3358739,M,Médio,"2,00","9,1%","17,00","3,00","18,00","0,20","0,00","0,00","5,00","4,00","2,00","0,00","4,00","10,00"
8113981,M,Médio,"4,00","6,6%","20,10","2,00","19,00","0,80","2,00","2,00","5,00","4,00","4,00","1,00","4,00","1,00"
8002177,F,Médio,"3,00","4,7%","54,70","0,00","22,00","0,30","1,00","1,00","3,00","4,00","1,00","1,00","9,00","8,00"
9121306,M,Superior,"0,00","5,1%","17,10","2,00","30,00","0,70","0,00","0,00","5,00","5,00","0,00","0,00","8,00","6,00"
2341041,F,Médio,"1,00","6,2%","13,90","2,00","30,00","0,80","0,00","0,00","5,00","5,00","0,00","2,00","10,00","8,00"
7227101,F,Médio,"2,00","7,9%","16,90","0,00","18,00","0,00","3,00","1,00","4,00","5,00","1,00","0,00","9,00","7,00"
8615672,M,Médio,"3,00","5,2%","15,80","0,00","24,00","0,00","1,00","1,00","3,00","0,00","0,00","2,00","6,00","6,00"
6169244,M,Médio,"2,00","4,8%","23,40","0,00","24,00","0,00","1,00","0,00","5,00","4,00","1,00","2,00","9,00","5,00"
9172344,M,Médio,"4,00","6,0%","54,80","0,00","27,00","0,00","1,00","1,00","4,00","5,00","3,00","4,00","10,00","6,00"
3559184,M,Médio,"6,00","6,3%","20,60","0,00","24,00","1,50","2,00","2,00","3,00","1,00","6,00","9,00","0,00","2,00"
6747743,M,Médio,"5,00","7,7%","17,90","2,00","25,00","1,60","4,00","2,00","5,00","4,00","7,00","7,00","0,00","0,00"
1011485,F,Médio,"1,00","4,2%","6,20","3,00","29,00","2,60","0,00","0,00","4,00","5,00","0,00","3,00","4,00","2,00"
4783703,M,Médio,"1,00","7,1%","17,90","2,00","26,00","0,10","1,00","0,00","5,00","5,00","1,00","1,00","7,00","6,00"
8927596,M,Médio,"1,00","5,0%","12,60","3,00","27,00","2,90","0,00","0,00","5,00","5,00","3,00","2,00","10,00","2,00"
9258852,F,Médio,"1,00","7,1%","8,70","2,00","18,00","4,10","0,00","0,00","4,00","1,00","0,00","0,00","7,00","5,00"
1258791,M,Médio,"6,00","4,7%","28,00","1,00","21,00","0,00","2,00","3,00","4,00","3,00","4,00","2,00","7,00","0,00"
2834615,M,Médio,"5,00","3,7%","14,80","1,00","20,00","3,30","4,00","2,00","3,00","0,00","6,00","3,00","5,00","7,00"
2626929,M,Médio,"4,00","6,9%","33,40","2,00","19,00","0,30","1,00","1,00","3,00","1,00","3,00","3,00","2,00","5,00"
9115784,M,Médio,"6,00","4,7%","9,80","0,00","29,00","0,90","1,00","3,00","2,00","3,00","6,00","5,00","2,00","1,00"
7225668,F,Médio,"3,00","4,2%","25,20","3,00","29,00","0,00","0,00","1,00","3,00","5,00","2,00","1,00","8,00","3,00"
1660566,F,Médio,"0,00","6,1%","20,70","1,00","19,00","0,90","0,00","0,00","5,00","5,00","1,00","2,00","8,00","9,00"
6547246,F,Superior,"5,00","5,5%","15,20","2,00","25,00","1,10","3,00","1,00","4,00","5,00","3,00","6,00","0,00","8,00"
8902864,M,Médio,"5,00","7,4%","25,50","2,00","19,00","0,00","1,00","3,00","2,00","4,00","2,00","2,00","8,00","3,00"
8866665,M,Médio,"4,00","7,2%","20,10","3,00","28,00","2,60","3,00","1,00","5,00","5,00","1,00","1,00","8,00","7,00"
9124123,M,Médio,"3,00","7,2%","30,00","1,00","20,00","1,60","1,00","1,00","5,00","4,00","2,00","1,00","4,00","9,00"
8674933,M,Médio,"6,00","5,1%","13,50","1,00","25,00","4,10","4,00","3,00","2,00","3,00","4,00","6,00","2,00","0,00"
9005321,M,Médio,"0,00","6,7%","22,00","3,00","21,00","0,60","0,00","0,00","5,00","5,00","1,00","2,00","8,00","4,00"
3942381,F,Médio,"0,00","7,2%","37,60","2,00","18,00","0,00","0,00","0,00","5,00","5,00","1,00","3,00","3,00","4,00"
